CodProvincia,CodMunicipio,CP,Municipio
27,002,27773,Alfoz
27,002,27774,Alfoz
27,003,27570,Antas de Ulla
27,003,27576,Antas de Ulla
27,003,27577,Antas de Ulla
27,003,27578,Antas de Ulla
27,003,27579,Antas de Ulla
27,004,27133,Baleira
27,004,27278,Baleira
27,004,27276,Baleira
27,004,27131,Baleira
27,004,27130,Baleira
27,004,27277,Baleira
27,004,27132,Baleira
27,005,27794,Barreiros
27,005,27798,Barreiros
27,005,27793,Barreiros
27,005,27792,Barreiros
27,005,27790,Barreiros
27,006,27649,Becerreá
27,006,27664,Becerreá
27,006,27679,Becerreá
27,006,27678,Becerreá
27,006,27677,Becerreá
27,006,27695,Becerreá
27,006,27668,Becerreá
27,006,27694,Becerreá
27,006,27663,Becerreá
27,006,27661,Becerreá
27,006,27650,Becerreá
27,006,27648,Becerreá
27,006,27647,Becerreá
27,006,27640,Becerreá
27,006,27698,Becerreá
27,006,27660,Becerreá
27,007,27375,Begonte
27,007,27373,Begonte
27,007,27370,Begonte
27,007,27372,Begonte
27,008,27340,Bóveda
27,008,27343,Bóveda
27,008,27344,Bóveda
27,008,27349,Bóveda
27,008,27350,Bóveda
27,008,27359,Bóveda
27,009,27527,Carballedo
27,009,27533,Carballedo
27,009,27532,Carballedo
27,009,27531,Carballedo
27,009,27530,Carballedo
27,009,27528,Carballedo
27,009,27520,Carballedo
27,009,27529,Carballedo
27,010,27266,Castro de Rei
27,010,27269,Castro de Rei
27,010,27271,Castro de Rei
27,010,27268,Castro de Rei
27,010,27267,Castro de Rei
27,010,27259,Castro de Rei
27,010,27258,Castro de Rei
27,010,27257,Castro de Rei
27,010,27256,Castro de Rei
27,010,27250,Castro de Rei
27,010,27289,Castro de Rei
27,010,27260,Castro de Rei
27,011,27129,Castroverde
27,011,27293,Castroverde
27,011,27166,Castroverde
27,011,27146,Castroverde
27,011,27144,Castroverde
27,011,27142,Castroverde
27,011,27128,Castroverde
27,011,27126,Castroverde
27,011,27125,Castroverde
27,011,27124,Castroverde
27,011,27123,Castroverde
27,011,27122,Castroverde
27,011,27120,Castroverde
27,011,27127,Castroverde
27,011,27143,Castroverde
27,012,27659,Cervantes
27,012,27667,Cervantes
27,012,27666,Cervantes
27,012,27665,Cervantes
27,012,27664,Cervantes
27,012,27661,Cervantes
27,012,27677,Cervantes
27,012,27662,Cervantes
27,013,27891,Cervo
27,013,27890,Cervo
27,013,27889,Cervo
27,013,27888,Cervo
27,014,27145,"Corgo, O"
27,014,27162,"Corgo, O"
27,014,27163,"Corgo, O"
27,014,27164,"Corgo, O"
27,014,27168,"Corgo, O"
27,014,27190,"Corgo, O"
27,015,27375,Cospeito
27,015,27379,Cospeito
27,015,27378,Cospeito
27,015,27376,Cospeito
27,015,27377,Cospeito
27,016,27515,Chantada
27,016,27533,Chantada
27,016,27519,Chantada
27,016,27518,Chantada
27,016,27517,Chantada
27,016,27516,Chantada
27,016,27513,Chantada
27,016,27512,Chantada
27,016,27511,Chantada
27,016,27510,Chantada
27,016,27500,Chantada
27,016,27595,Chantada
27,016,27514,Chantada
27,017,27326,Folgoso do Courel
27,017,27339,Folgoso do Courel
27,017,27327,Folgoso do Courel
27,017,27325,Folgoso do Courel
27,017,27324,Folgoso do Courel
27,017,27328,Folgoso do Courel
27,018,27110,"Fonsagrada, A"
27,018,27116,"Fonsagrada, A"
27,018,27135,"Fonsagrada, A"
27,018,27134,"Fonsagrada, A"
27,018,27136,"Fonsagrada, A"
27,018,27118,"Fonsagrada, A"
27,018,27117,"Fonsagrada, A"
27,018,27115,"Fonsagrada, A"
27,018,27114,"Fonsagrada, A"
27,018,27113,"Fonsagrada, A"
27,018,27111,"Fonsagrada, A"
27,018,27100,"Fonsagrada, A"
27,018,27112,"Fonsagrada, A"
27,019,27786,Foz
27,019,27892,Foz
27,019,27789,Foz
27,019,27893,Foz
27,019,27785,Foz
27,019,27780,Foz
27,019,27788,Foz
27,019,27787,Foz
27,020,27235,Friol
27,020,27299,Friol
27,020,27229,Friol
27,020,27228,Friol
27,020,27227,Friol
27,020,27226,Friol
27,020,27220,Friol
27,020,27156,Friol
27,021,27826,Xermade
27,021,27832,Xermade
27,021,27833,Xermade
27,021,27834,Xermade
27,021,27835,Xermade
27,021,27824,Xermade
27,022,27388,Guitiriz
27,022,27309,Guitiriz
27,022,27389,Guitiriz
27,022,27380,Guitiriz
27,022,27372,Guitiriz
27,022,27307,Guitiriz
27,022,27306,Guitiriz
27,022,27300,Guitiriz
27,022,27305,Guitiriz
27,022,27400,Guitiriz
27,022,27308,Guitiriz
27,023,27183,Guntín
27,023,27233,Guntín
27,023,27211,Guntín
27,023,27210,Guntín
27,023,27186,Guntín
27,023,27184,Guntín
27,023,27234,Guntín
27,023,27181,Guntín
27,023,27152,Guntín
27,023,27185,Guntín
27,024,27346,"Incio, O"
27,024,27347,"Incio, O"
27,024,27348,"Incio, O"
27,024,27345,"Incio, O"
27,024,27341,"Incio, O"
27,024,27342,"Incio, O"
27,025,27870,Xove
27,025,27876,Xove
27,025,27877,Xove
27,025,27878,Xove
27,025,27879,Xove
27,026,27615,Láncara
27,026,27693,Láncara
27,026,27699,Láncara
27,026,27692,Láncara
27,026,27691,Láncara
27,026,27614,Láncara
27,026,27369,Láncara
27,026,27368,Láncara
27,026,27367,Láncara
27,026,27360,Láncara
27,026,27366,Láncara
27,027,27751,Lourenzá
27,027,27750,Lourenzá
27,027,27760,Lourenzá
27,028,27296,Lugo
27,028,27232,Lugo
27,028,27192,Lugo
27,028,27210,Lugo
27,028,27230,Lugo
27,028,27191,Lugo
27,028,27231,Lugo
27,028,27233,Lugo
27,028,27289,Lugo
27,028,27290,Lugo
27,028,27294,Lugo
27,028,27185,Lugo
27,028,27297,Lugo
27,028,27298,Lugo
27,028,27299,Lugo
27,028,27293,Lugo
27,028,27140,Lugo
27,028,27001,Lugo
27,028,27002,Lugo
27,028,27190,Lugo
27,028,27004,Lugo
27,028,27188,Lugo
27,028,27141,Lugo
27,028,27146,Lugo
27,028,27160,Lugo
27,028,27161,Lugo
27,028,27169,Lugo
27,028,27180,Lugo
27,028,27181,Lugo
27,028,27182,Lugo
27,028,27003,Lugo
27,029,27240,Meira
27,029,27241,Meira
27,029,27247,Meira
27,030,27749,Mondoñedo
27,030,27791,Mondoñedo
27,030,27748,Mondoñedo
27,030,27747,Mondoñedo
27,030,27742,Mondoñedo
27,030,27740,Mondoñedo
27,030,27752,Mondoñedo
27,031,27417,Monforte de Lemos
27,031,27592,Monforte de Lemos
27,031,27591,Monforte de Lemos
27,031,27590,Monforte de Lemos
27,031,27420,Monforte de Lemos
27,031,27418,Monforte de Lemos
27,031,27416,Monforte de Lemos
27,031,27415,Monforte de Lemos
27,031,27414,Monforte de Lemos
27,031,27413,Monforte de Lemos
27,031,27412,Monforte de Lemos
27,031,27411,Monforte de Lemos
27,031,27410,Monforte de Lemos
27,031,27400,Monforte de Lemos
27,031,27419,Monforte de Lemos
27,032,27215,Monterroso
27,032,27515,Monterroso
27,032,27560,Monterroso
27,032,27568,Monterroso
27,032,27569,Monterroso
27,033,27817,Muras
27,033,27865,Muras
27,033,27836,Muras
27,033,27837,Muras
27,034,27659,Navia de Suarna
27,034,27650,Navia de Suarna
27,034,27651,Navia de Suarna
27,034,27652,Navia de Suarna
27,034,27653,Navia de Suarna
27,034,27654,Navia de Suarna
27,034,27655,Navia de Suarna
27,034,27656,Navia de Suarna
27,034,27657,Navia de Suarna
27,034,27658,Navia de Suarna
27,035,27113,Negueira de Muñiz
27,037,27675,"Nogais, As"
27,037,27676,"Nogais, As"
27,037,27677,"Nogais, As"
27,037,27646,"Nogais, As"
27,038,27865,Ourol
27,038,27866,Ourol
27,038,27867,Ourol
27,039,27154,Outeiro de Rei
27,039,27155,Outeiro de Rei
27,039,27374,Outeiro de Rei
27,039,27157,Outeiro de Rei
27,039,27150,Outeiro de Rei
27,039,27152,Outeiro de Rei
27,039,27153,Outeiro de Rei
27,039,27151,Outeiro de Rei
27,039,27373,Outeiro de Rei
27,040,27216,Palas de Rei
27,040,27217,Palas de Rei
27,040,27209,Palas de Rei
27,040,27208,Palas de Rei
27,040,27207,Palas de Rei
27,040,27205,Palas de Rei
27,040,27204,Palas de Rei
27,040,27203,Palas de Rei
27,040,27200,Palas de Rei
27,040,27206,Palas de Rei
27,041,27438,Pantón
27,041,27593,Pantón
27,041,27592,Pantón
27,041,27549,Pantón
27,041,27470,Pantón
27,041,27419,Pantón
27,041,27439,Pantón
27,041,27437,Pantón
27,041,27430,Pantón
27,041,27450,Pantón
27,042,27612,Paradela
27,042,27611,Paradela
27,043,27633,"Páramo, O"
27,043,27369,"Páramo, O"
27,043,27362,"Páramo, O"
27,043,27363,"Páramo, O"
27,043,27364,"Páramo, O"
27,044,27246,"Pastoriza, A"
27,044,27248,"Pastoriza, A"
27,044,27286,"Pastoriza, A"
27,044,27287,"Pastoriza, A"
27,045,27670,Pedrafita do Cebreiro
27,045,27673,Pedrafita do Cebreiro
27,045,27671,Pedrafita do Cebreiro
27,045,27672,Pedrafita do Cebreiro
27,046,27275,Pol
27,046,27247,Pol
27,046,27280,Pol
27,046,27283,Pol
27,046,27279,Pol
27,046,27274,Pol
27,046,27273,Pol
27,046,27270,Pol
27,046,27272,Pol
27,047,27336,"Pobra do Brollón, A"
27,047,27338,"Pobra do Brollón, A"
27,047,27413,"Pobra do Brollón, A"
27,047,27391,"Pobra do Brollón, A"
27,047,27339,"Pobra do Brollón, A"
27,047,27334,"Pobra do Brollón, A"
27,047,27330,"Pobra do Brollón, A"
27,047,27333,"Pobra do Brollón, A"
27,047,27335,"Pobra do Brollón, A"
27,047,27332,"Pobra do Brollón, A"
27,047,27331,"Pobra do Brollón, A"
27,047,27347,"Pobra do Brollón, A"
27,048,27726,"Pontenova, A"
27,048,27729,"Pontenova, A"
27,048,27727,"Pontenova, A"
27,048,27725,"Pontenova, A"
27,048,27724,"Pontenova, A"
27,048,27722,"Pontenova, A"
27,048,27721,"Pontenova, A"
27,048,27720,"Pontenova, A"
27,048,27220,"Pontenova, A"
27,048,27723,"Pontenova, A"
27,048,27728,"Pontenova, A"
27,049,27178,Portomarín
27,049,27214,Portomarín
27,049,27213,Portomarín
27,049,27212,Portomarín
27,049,27188,Portomarín
27,049,27179,Portomarín
27,049,27177,Portomarín
27,049,27170,Portomarín
27,049,27187,Portomarín
27,050,27320,Quiroga
27,050,27391,Quiroga
27,050,27390,Quiroga
27,050,27329,Quiroga
27,050,27328,Quiroga
27,051,27700,Ribadeo
27,051,27710,Ribadeo
27,051,27711,Ribadeo
27,051,27712,Ribadeo
27,051,27713,Ribadeo
27,051,27714,Ribadeo
27,051,27715,Ribadeo
27,051,27796,Ribadeo
27,051,27797,Ribadeo
27,052,27317,Ribas de Sil
27,052,27318,Ribas de Sil
27,052,27310,Ribas de Sil
27,053,27244,Ribeira de Piquín
27,053,27245,Ribeira de Piquín
27,053,27243,Ribeira de Piquín
27,054,27743,Riotorto
27,054,27744,Riotorto
27,054,27745,Riotorto
27,055,27626,Samos
27,055,27636,Samos
27,055,27635,Samos
27,055,27633,Samos
27,055,27631,Samos
27,055,27638,Samos
27,055,27625,Samos
27,055,27624,Samos
27,055,27623,Samos
27,055,27620,Samos
27,055,27627,Samos
27,055,27628,Samos
27,056,27370,Rábade
27,057,27613,Sarria
27,057,27690,Sarria
27,057,27637,Sarria
27,057,27619,Sarria
27,057,27618,Sarria
27,057,27617,Sarria
27,057,27616,Sarria
27,057,27614,Sarria
27,057,27612,Sarria
27,057,27610,Sarria
27,057,27600,Sarria
27,057,27392,Sarria
27,057,27615,Sarria
27,058,27546,"Saviñao, O"
27,058,27547,"Saviñao, O"
27,058,27548,"Saviñao, O"
27,058,27594,"Saviñao, O"
27,058,27544,"Saviñao, O"
27,058,27543,"Saviñao, O"
27,058,27540,"Saviñao, O"
27,058,27532,"Saviñao, O"
27,058,27549,"Saviñao, O"
27,058,27545,"Saviñao, O"
27,059,27468,Sober
27,059,27469,Sober
27,059,27466,Sober
27,059,27460,Sober
27,059,27440,Sober
27,059,27424,Sober
27,059,27423,Sober
27,059,27422,Sober
27,059,27421,Sober
27,059,27425,Sober
27,060,27557,Taboada
27,060,27596,Taboada
27,060,27550,Taboada
27,060,27558,Taboada
27,060,27556,Taboada
27,060,27555,Taboada
27,060,27554,Taboada
27,060,27559,Taboada
27,061,27765,Trabada
27,061,27766,Trabada
27,061,27767,Trabada
27,061,27768,Trabada
27,062,27634,Triacastela
27,062,27630,Triacastela
27,062,27639,Triacastela
27,062,27632,Triacastela
27,062,27631,Triacastela
27,063,27700,"Valadouro, O"
27,063,27770,"Valadouro, O"
27,063,27777,"Valadouro, O"
27,063,27778,"Valadouro, O"
27,063,27779,"Valadouro, O"
27,064,27861,"Vicedo, O"
27,064,27860,"Vicedo, O"
27,064,27868,"Vicedo, O"
27,065,27841,Vilalba
27,065,27820,Vilalba
27,065,27842,Vilalba
27,065,27840,Vilalba
27,065,27830,Vilalba
27,065,27825,Vilalba
27,065,27823,Vilalba
27,065,27822,Vilalba
27,065,27821,Vilalba
27,065,27816,Vilalba
27,065,27815,Vilalba
27,065,27814,Vilalba
27,065,27813,Vilalba
27,065,27812,Vilalba
27,065,27811,Vilalba
27,065,27810,Vilalba
27,065,27375,Vilalba
27,065,27800,Vilalba
27,065,27843,Vilalba
27,065,27818,Vilalba
27,066,27850,Viveiro
27,066,27867,Viveiro
27,066,27866,Viveiro
27,066,27864,Viveiro
27,066,27863,Viveiro
27,066,27861,Viveiro
27,066,27869,Viveiro
27,901,27689,Baralla
27,901,27696,Baralla
27,901,27695,Baralla
27,901,27697,Baralla
27,901,27688,Baralla
27,901,27687,Baralla
27,901,27686,Baralla
27,901,27680,Baralla
27,901,27685,Baralla
27,902,27880,Burela
28,001,28755,"Acebeda, La"
28,002,28864,Ajalvir
28,003,28742,Alameda del Valle
28,004,28607,"Álamo, El"
28,004,28807,"Álamo, El"
28,005,28805,Alcalá de Henares
28,005,28807,Alcalá de Henares
28,005,28806,Alcalá de Henares
28,005,28801,Alcalá de Henares
28,005,28802,Alcalá de Henares
28,005,28803,Alcalá de Henares
28,005,28804,Alcalá de Henares
28,006,28100,Alcobendas
28,006,28108,Alcobendas
28,006,28109,Alcobendas
28,007,28921,Alcorcón
28,007,28922,Alcorcón
28,007,28923,Alcorcón
28,007,28924,Alcorcón
28,007,28925,Alcorcón
28,008,28620,Aldea del Fresno
28,009,28110,Algete
28,009,28120,Algete
28,010,28409,Alpedrete
28,010,28430,Alpedrete
28,011,28580,Ambite
28,012,28818,Anchuelo
28,013,28300,Aranjuez
28,014,28500,Arganda del Rey
28,015,28939,Arroyomolinos
28,015,28939,Arroyomolinos
28,016,28189,"Atazar, El"
28,017,28939,Batres
28,017,28976,Batres
28,018,28490,Becerril de la Sierra
28,019,28390,Belmonte de Tajo
28,020,28194,Berzosa del Lozoya
28,021,28192,"Berrueco, El"
28,022,28660,Boadilla del Monte
28,023,28412,"Boalo, El"
28,023,28413,"Boalo, El"
28,023,28492,"Boalo, El"
28,024,28737,Braojos
28,025,28596,Brea de Tajo
28,026,28690,Brunete
28,027,28730,Buitrago del Lozoya
28,028,28720,Bustarviejo
28,029,28721,Cabanillas de la Sierra
28,030,28751,"Cabrera, La"
28,031,28640,Cadalso de los Vidrios
28,031,28648,Cadalso de los Vidrios
28,032,28816,Camarma de Esteruelas
28,033,28510,Campo Real
28,034,28743,Canencia
28,035,28560,Carabaña
28,036,28977,Casarrubuelos
28,037,28650,Cenicientos
28,038,28470,Cercedilla
28,039,28193,Cervera de Buitrago
28,040,28350,Ciempozuelos
28,041,28863,Cobeña
28,042,28213,Colmenar del Arroyo
28,043,28380,Colmenar de Oreja
28,044,28270,Colmenarejo
28,044,28279,Colmenarejo
28,045,28120,Colmenar Viejo
28,045,28707,Colmenar Viejo
28,045,28750,Colmenar Viejo
28,045,28770,Colmenar Viejo
28,046,28450,Collado Mediano
28,047,28400,Collado Villalba
28,048,28811,Corpa
28,049,28823,Coslada
28,049,28822,Coslada
28,049,28820,Coslada
28,049,28821,Coslada
28,050,28978,Cubas de la Sagra
28,051,28694,Chapinería
28,052,28370,Chinchón
28,053,28814,Daganzo de Arriba
28,054,28292,"Escorial, El"
28,054,28211,"Escorial, El"
28,054,28212,"Escorial, El"
28,054,28219,"Escorial, El"
28,054,28280,"Escorial, El"
28,055,28595,Estremera
28,056,28214,Fresnedillas de la Oliva
28,057,28815,Fresno de Torote
28,058,28941,Fuenlabrada
28,058,28942,Fuenlabrada
28,058,28943,Fuenlabrada
28,058,28944,Fuenlabrada
28,058,28945,Fuenlabrada
28,058,28946,Fuenlabrada
28,058,28947,Fuenlabrada
28,059,28140,Fuente el Saz de Jarama
28,060,28597,Fuentidueña de Tajo
28,061,28420,Galapagar
28,061,28400,Galapagar
28,061,28292,Galapagar
28,061,28270,Galapagar
28,061,28250,Galapagar
28,061,28260,Galapagar
28,062,28739,Garganta de los Montes
28,062,28743,Garganta de los Montes
28,063,28739,Gargantilla del Lozoya y Pinilla de Buitrago
28,064,28737,Gascones
28,065,28905,Getafe
28,065,28907,Getafe
28,065,28906,Getafe
28,065,28903,Getafe
28,065,28902,Getafe
28,065,28901,Getafe
28,065,28909,Getafe
28,065,28904,Getafe
28,066,28971,Griñón
28,067,28794,Guadalix de la Sierra
28,068,28480,Guadarrama
28,068,28430,Guadarrama
28,068,28440,Guadarrama
28,069,28191,"Hiruela, La"
28,070,28755,Horcajo de la Sierra-Aoslos
28,071,28191,Horcajuelo de la Sierra
28,072,28240,Hoyo de Manzanares
28,072,28248,Hoyo de Manzanares
28,073,28970,Humanes de Madrid
28,074,28917,Leganés
28,074,28914,Leganés
28,074,28919,Leganés
28,074,28918,Leganés
28,074,28913,Leganés
28,074,28912,Leganés
28,074,28911,Leganés
28,074,28915,Leganés
28,074,28916,Leganés
28,075,28890,Loeches
28,076,28742,Lozoya
28,078,28755,Madarcos
28,079,28030,Madrid
28,079,28041,Madrid
28,079,28040,Madrid
28,079,28039,Madrid
28,079,28038,Madrid
28,079,28037,Madrid
28,079,28036,Madrid
28,079,28035,Madrid
28,079,28034,Madrid
28,079,28032,Madrid
28,079,28031,Madrid
28,079,28042,Madrid
28,079,28033,Madrid
28,079,28043,Madrid
28,079,28010,Madrid
28,079,28044,Madrid
28,079,28045,Madrid
28,079,28046,Madrid
28,079,28047,Madrid
28,079,28048,Madrid
28,079,28049,Madrid
28,079,28050,Madrid
28,079,28051,Madrid
28,079,28052,Madrid
28,079,28053,Madrid
28,079,28055,Madrid
28,079,28029,Madrid
28,079,28054,Madrid
28,079,28005,Madrid
28,079,28028,Madrid
28,079,28000,Madrid
28,079,28001,Madrid
28,079,28002,Madrid
28,079,28004,Madrid
28,079,28006,Madrid
28,079,28007,Madrid
28,079,28008,Madrid
28,079,28009,Madrid
28,079,28012,Madrid
28,079,28011,Madrid
28,079,28013,Madrid
28,079,28014,Madrid
28,079,28022,Madrid
28,079,28026,Madrid
28,079,28025,Madrid
28,079,28024,Madrid
28,079,28003,Madrid
28,079,28015,Madrid
28,079,28027,Madrid
28,079,28021,Madrid
28,079,28020,Madrid
28,079,28019,Madrid
28,079,28018,Madrid
28,079,28017,Madrid
28,079,28016,Madrid
28,079,28023,Madrid
28,080,28221,Majadahonda
28,080,28222,Majadahonda
28,080,28220,Majadahonda
28,082,28410,Manzanares el Real
28,082,28470,Manzanares el Real
28,082,28492,Manzanares el Real
28,083,28880,Meco
28,084,28840,Mejorada del Campo
28,085,28792,Miraflores de la Sierra
28,087,28460,"Molinos, Los"
28,088,28190,Montejo de la Sierra
28,089,28950,Moraleja de Enmedio
28,090,28411,Moralzarzal
28,091,28530,Morata de Tajuña
28,092,28934,Móstoles
28,092,28938,Móstoles
28,092,28935,Móstoles
28,092,28936,Móstoles
28,092,28937,Móstoles
28,092,28932,Móstoles
28,092,28931,Móstoles
28,092,28635,Móstoles
28,092,28933,Móstoles
28,093,28491,Navacerrada
28,094,28729,Navalafuente
28,095,28210,Navalagamella
28,095,28212,Navalagamella
28,095,28954,Navalagamella
28,096,28600,Navalcarnero
28,097,28739,Navarredonda y San Mamés
28,099,28695,Navas del Rey
28,100,28514,Nuevo Baztán
28,101,28515,Olmeda de las Fuentes
28,102,28570,Orusco de Tajuña
28,104,28860,Paracuellos de Jarama
28,104,28861,Paracuellos de Jarama
28,104,28862,Paracuellos de Jarama
28,106,28980,Parla
28,106,28981,Parla
28,106,28982,Parla
28,106,28983,Parla
28,106,28984,Parla
28,107,28189,Patones
28,108,28723,Pedrezuela
28,109,28696,Pelayos de la Presa
28,110,28540,Perales de Tajuña
28,111,28812,Pezuela de las Torres
28,112,28749,Pinilla del Valle
28,113,28320,Pinto
28,114,28737,Piñuécar-Gandullas
28,115,28223,Pozuelo de Alarcón
28,115,28224,Pozuelo de Alarcón
28,116,28813,Pozuelo del Rey
28,117,28191,Prádena del Rincón
28,118,28190,Puebla de la Sierra
28,119,28693,Quijorna
28,120,28740,Rascafría
28,120,28749,Rascafría
28,121,28721,Redueña
28,122,28815,Ribatejada
28,123,28521,Rivas-Vaciamadrid
28,123,28522,Rivas-Vaciamadrid
28,123,28523,Rivas-Vaciamadrid
28,123,28524,Rivas-Vaciamadrid
28,123,28529,Rivas-Vaciamadrid
28,124,28194,Robledillo de la Jara
28,125,28294,Robledo de Chavela
28,126,28755,Robregordo
28,127,28231,"Rozas de Madrid, Las"
28,127,28290,"Rozas de Madrid, Las"
28,127,28232,"Rozas de Madrid, Las"
28,128,28649,Rozas de Puerto Real
28,129,28750,San Agustín del Guadalix
28,130,28830,San Fernando de Henares
28,131,28200,San Lorenzo de El Escorial
28,131,28750,San Lorenzo de El Escorial
28,132,28330,San Martín de la Vega
28,133,28680,San Martín de Valdeiglesias
28,134,28702,San Sebastián de los Reyes
28,134,28709,San Sebastián de los Reyes
28,134,28708,San Sebastián de los Reyes
28,134,28707,San Sebastián de los Reyes
28,134,28703,San Sebastián de los Reyes
28,134,28701,San Sebastián de los Reyes
28,134,28700,San Sebastián de los Reyes
28,134,28706,San Sebastián de los Reyes
28,135,28296,Santa María de la Alameda
28,135,28297,Santa María de la Alameda
28,136,28818,Santorcaz
28,137,28817,"Santos de la Humosa, Los"
28,138,28737,"Serna del Monte, La"
28,140,28979,Serranillos del Valle
28,141,28609,Sevilla la Nueva
28,143,28756,Somosierra
28,144,28791,Soto del Real
28,145,28160,Talamanca de Jarama
28,146,28550,Tielmes
28,147,28359,Titulcia
28,148,28850,Torrejón de Ardoz
28,149,28991,Torrejón de la Calzada
28,150,28990,Torrejón de Velasco
28,151,28180,Torrelaguna
28,152,28250,Torrelodones
28,153,28189,Torremocha de Jarama
28,154,28813,Torres de la Alameda
28,155,28594,Valdaracete
28,156,28816,Valdeavero
28,157,28391,Valdelaguna
28,158,28729,Valdemanco
28,159,28295,Valdemaqueda
28,160,28210,Valdemorillo
28,161,28340,Valdemoro
28,162,28130,Valdeolmos-Alalpardo
28,163,28170,Valdepiélagos
28,164,28150,Valdetorres de Jarama
28,165,28511,Valdilecha
28,166,28812,Valverde de Alcalá
28,167,28891,Velilla de San Antonio
28,168,28722,"Vellón, El"
28,169,28729,Venturada
28,170,28360,Villaconejos
28,171,28630,Villa del Prado
28,172,28810,Villalbilla
28,173,28598,Villamanrique de Tajo
28,174,28610,Villamanta
28,175,28609,Villamantilla
28,176,28691,Villanueva de la Cañada
28,176,28692,Villanueva de la Cañada
28,177,28229,Villanueva del Pardillo
28,178,28609,Villanueva de Perales
28,179,28512,Villar del Olmo
28,179,28514,Villar del Olmo
28,180,28590,Villarejo de Salvanés
28,181,28670,Villaviciosa de Odón
28,182,28739,Villavieja del Lozoya
28,183,28293,Zarzalejo
28,901,28752,Lozoyuela-Navas-Sieteiglesias
28,901,28753,Lozoyuela-Navas-Sieteiglesias
28,901,28754,Lozoyuela-Navas-Sieteiglesias
28,902,28195,Puentes Viejas
28,902,28196,Puentes Viejas
28,902,28754,Puentes Viejas
28,903,28760,Tres Cantos
28,903,28761,Tres Cantos
29,001,29530,Alameda
29,002,29711,Alcaucín
29,002,29713,Alcaucín
29,003,29194,Alfarnate
29,004,29194,Alfarnatejo
29,005,29750,Algarrobo
29,006,29491,Algatocín
29,007,29130,Alhaurín de la Torre
29,008,29120,Alhaurín el Grande
29,009,29718,Almáchar
29,010,29330,Almargen
29,011,29150,Almogía
29,012,29510,Álora
29,012,29552,Álora
29,012,29593,Álora
29,012,29500,Álora
29,013,29567,Alozaina
29,014,29460,Alpandeire
29,015,29540,Antequera
29,015,29200,Antequera
29,015,29230,Antequera
29,015,29250,Antequera
29,015,29260,Antequera
29,015,29314,Antequera
29,016,29753,Árchez
29,017,29300,Archidona
29,017,29309,Archidona
29,017,29314,Archidona
29,017,29315,Archidona
29,018,29550,Ardales
29,018,29552,Ardales
29,019,29717,Arenas
29,019,29753,Arenas
29,020,29350,Arriate
29,021,29494,Atajate
29,022,29493,Benadalid
29,023,29679,Benahavís
29,024,29491,Benalauría
29,025,29630,Benalmádena
29,025,29631,Benalmádena
29,025,29639,Benalmádena
29,026,29718,Benamargosa
29,027,29719,Benamocarra
29,028,29370,Benaoján
29,029,29490,Benarrabá
29,030,29718,"Borge, El"
29,031,29420,"Burgo, El"
29,032,29320,Campillos
29,033,29716,Canillas de Aceituno
29,033,29719,Canillas de Aceituno
29,034,29755,Canillas de Albaida
29,035,29340,Cañete la Real
29,036,29551,Carratraca
29,037,29452,Cartajima
29,038,29010,Cártama
29,038,29592,Cártama
29,038,29580,Cártama
29,038,29569,Cártama
29,038,29570,Cártama
29,039,29160,Casabermeja
29,040,29566,Casarabonela
29,041,29690,Casares
29,041,29692,Casares
29,042,29100,Coín
29,043,29170,Colmenar
29,044,29195,Comares
29,045,29754,Cómpeta
29,046,29380,Cortes de la Frontera
29,046,29391,Cortes de la Frontera
29,046,29490,Cortes de la Frontera
29,047,29220,Cuevas Bajas
29,048,29470,Cuevas del Becerro
29,049,29210,Cuevas de San Marcos
29,050,29718,Cútar
29,051,29688,Estepona
29,051,29698,Estepona
29,051,29689,Estepona
29,051,29680,Estepona
29,051,29693,Estepona
29,052,29461,Faraján
29,053,29788,Frigiliana
29,053,29789,Frigiliana
29,054,29640,Fuengirola
29,055,29520,Fuente de Piedra
29,056,29480,Gaucín
29,057,29492,Genalguacil
29,058,29108,Guaro
29,059,29531,Humilladero
29,059,29533,Humilladero
29,060,29440,Igualeja
29,061,29611,Istán
29,062,29792,Iznate
29,063,29392,Jimera de Líbar
29,064,29492,Jubrique
29,065,29462,Júzcar
29,066,29791,Macharaviaya
29,067,29591,Málaga
29,067,29016,Málaga
29,067,29017,Málaga
29,067,29018,Málaga
29,067,29140,Málaga
29,067,29190,Málaga
29,067,29191,Málaga
29,067,29196,Málaga
29,067,29197,Málaga
29,067,29590,Málaga
29,067,29620,Málaga
29,067,29015,Málaga
29,067,29470,Málaga
29,067,29001,Málaga
29,067,29014,Málaga
29,067,29720,Málaga
29,067,29002,Málaga
29,067,29003,Málaga
29,067,29004,Málaga
29,067,29005,Málaga
29,067,29006,Málaga
29,067,29008,Málaga
29,067,29009,Málaga
29,067,29010,Málaga
29,067,29011,Málaga
29,067,29012,Málaga
29,067,29013,Málaga
29,067,29007,Málaga
29,068,29692,Manilva
29,068,29691,Manilva
29,069,29601,Marbella
29,069,29670,Marbella
29,069,29660,Marbella
29,069,29604,Marbella
29,069,29602,Marbella
29,069,29603,Marbella
29,070,29651,Mijas
29,070,29647,Mijas
29,070,29648,Mijas
29,070,29649,Mijas
29,070,29650,Mijas
29,071,29738,Moclinejo
29,072,29532,Mollina
29,073,29110,Monda
29,074,29360,Montejaque
29,075,29780,Nerja
29,075,29787,Nerja
